#       time           order
         0         -0.5501
         1         -0.4830
         2         -0.4830
         3         -0.4830
         4         -0.4829
         5         -0.4829
         6         -0.4828
         7         -0.4828
         8         -0.4828
         9         -0.4828
        10         -0.4827
        11         -0.4827
        12         -0.4827
        13         -0.4827
        14         -0.4826
        15         -0.4826
        16         -0.4826
        17         -0.4825
        18         -0.4825
        19         -0.4824
        20         -0.4822
        21         -0.4822
        22         -0.4821
        23         -0.4821
        24         -0.4821
        25         -0.4821
        26         -0.4821
        27         -0.4820
        28         -0.4820
        29         -0.4820
        30         -0.4819
        31         -0.4819
        32         -0.4819
        33         -0.4819
        34         -0.4818
        35         -0.4818
        36         -0.4818
        37         -0.4817
        38         -0.4817
        39         -0.4816
        40         -0.4816
        41         -0.4815
        42         -0.4815
        43         -0.4813
        44         -0.4813
        45         -0.4813
        46         -0.4813
        47         -0.4813
        48         -0.4813
        49         -0.4813
        50         -0.4813
        51         -0.4812
        52         -0.4812
        53         -0.4812
        54         -0.4812
        55         -0.4812
        56         -0.4811
        57         -0.4811
        58         -0.4811
        59         -0.4811
        60         -0.4811
        61         -0.4810
        62         -0.4810
        63         -0.4810
        64         -0.4810
        65         -0.4809
        66         -0.4809
        67         -0.4809
        68         -0.4809
        69         -0.4808
        70         -0.4807
        71         -0.4807
        72         -0.4806
        73         -0.4806
        74         -0.4806
        75         -0.4806
        76         -0.4805
        77         -0.4805
        78         -0.4804
        79         -0.4804
        80         -0.4802
        81         -0.4802
        82         -0.4802
        83         -0.4802
        84         -0.4802
        85         -0.4801
        86         -0.4801
        87         -0.4800
        88         -0.4799
        89         -0.4799
        90         -0.4799
        91         -0.5501
