#       time           order
         0          1.0699
         1          1.1614
         2          1.1618
         3          1.1634
         4          1.1652
         5          1.1652
         6          1.1661
         7          1.1667
         8          1.1679
         9          1.1688
        10          1.1690
        11          1.1703
        12          1.1704
        13          1.1704
        14          1.0699
