# Cycle: 9985, status: ACC
#     Step              Filename       index    vel
         0  027_3322_trajB.lammpstrj          12     -1
         1  027_3322_trajB.lammpstrj          11     -1
         2  027_3322_trajB.lammpstrj          10     -1
         3  027_3322_trajB.lammpstrj           9     -1
         4  027_3322_trajB.lammpstrj           8     -1
         5  027_3322_trajB.lammpstrj           7     -1
         6  027_3322_trajB.lammpstrj           6     -1
         7  027_3322_trajB.lammpstrj           5     -1
         8  027_3322_trajB.lammpstrj           4     -1
         9  027_3322_trajB.lammpstrj           3     -1
        10  027_3322_trajB.lammpstrj           2     -1
        11  027_3322_trajB.lammpstrj           1     -1
        12  027_3322_trajB.lammpstrj           0     -1
        13  027_3320_trajB.lammpstrj           3     -1
        14  027_3320_trajB.lammpstrj           2     -1
        15  027_3320_trajB.lammpstrj           1     -1
        16  027_3320_trajB.lammpstrj           0     -1
        17  027_3321_trajF.lammpstrj           1      1
        18  027_3321_trajF.lammpstrj           2      1
        19  027_3321_trajF.lammpstrj           3      1
        20  027_3321_trajF.lammpstrj           4      1
        21  027_3321_trajF.lammpstrj           5      1
        22  027_3323_trajF.lammpstrj           0      1
        23  027_3323_trajF.lammpstrj           1      1
        24  027_3323_trajF.lammpstrj           2      1
        25  027_3323_trajF.lammpstrj           3      1
        26  027_3323_trajF.lammpstrj           4      1
        27  027_3323_trajF.lammpstrj           5      1
        28  027_3323_trajF.lammpstrj           6      1
        29  027_3323_trajF.lammpstrj           7      1
        30  027_3323_trajF.lammpstrj           8      1
        31  027_3323_trajF.lammpstrj           9      1
