#       time           order
         0          4.0028
         1          3.9755
         2          3.9758
         3          3.9799
         4          3.9907
         5          3.9908
         6          3.9920
         7          3.9935
         8          3.9951
         9          3.9968
        10          3.9997
        11          4.0028
