#       time           order
         0         -0.5501
         1         -0.4782
         2         -0.4782
         3         -0.4782
         4         -0.4781
         5         -0.4781
         6         -0.4781
         7         -0.4781
         8         -0.4781
         9         -0.4781
        10         -0.4781
        11         -0.4780
        12         -0.4780
        13         -0.4780
        14         -0.4780
        15         -0.4779
        16         -0.4779
        17         -0.4779
        18         -0.4779
        19         -0.4779
        20         -0.4778
        21         -0.4778
        22         -0.4778
        23         -0.4777
        24         -0.4777
        25         -0.4777
        26         -0.4777
        27         -0.4777
        28         -0.4776
        29         -0.4776
        30         -0.4775
        31         -0.4775
        32         -0.4775
        33         -0.4775
        34         -0.4774
        35         -0.4774
        36         -0.4774
        37         -0.4774
        38         -0.4774
        39         -0.4773
        40         -0.4773
        41         -0.4773
        42         -0.4773
        43         -0.4772
        44         -0.4772
        45         -0.4772
        46         -0.4771
        47         -0.4771
        48         -0.4771
        49         -0.4770
        50         -0.4770
        51         -0.4770
        52         -0.4769
        53         -0.4769
        54         -0.4768
        55         -0.4768
        56         -0.4768
        57         -0.4768
        58         -0.4767
        59         -0.4767
        60         -0.4767
        61         -0.4767
        62         -0.4766
        63         -0.4766
        64         -0.4766
        65         -0.4766
        66         -0.4765
        67         -0.4765
        68         -0.4765
        69         -0.4765
        70         -0.4765
        71         -0.4764
        72         -0.4764
        73         -0.4764
        74         -0.4764
        75         -0.4764
        76         -0.4764
        77         -0.4764
        78         -0.4764
        79         -0.4764
        80         -0.4763
        81         -0.4763
        82         -0.4763
        83         -0.4763
        84         -0.4763
        85         -0.4763
        86         -0.4762
        87         -0.4762
        88         -0.4762
        89         -0.4762
        90         -0.4762
        91         -0.4761
        92         -0.4761
        93         -0.4761
        94         -0.4761
        95         -0.4761
        96         -0.5501
