#       time           order
         0          1.0699
         1          1.1469
         2          1.1474
         3          1.1488
         4          1.1502
         5          1.1516
         6          1.1516
         7          1.1516
         8          1.1533
         9          1.1533
        10          1.1564
        11          1.1564
        12          1.0699
