#       time           order
         0          1.0699
         1          1.1402
         2          1.1403
         3          1.1405
         4          1.1411
         5          1.1415
         6          1.1443
         7          1.1448
         8          1.1452
         9          1.1459
        10          1.1462
        11          1.0699
