#       time           order
         0         -0.5501
         1         -0.4969
         2         -0.4968
         3         -0.4968
         4         -0.4968
         5         -0.4968
         6         -0.4967
         7         -0.4967
         8         -0.4966
         9         -0.4966
        10         -0.4965
        11         -0.4965
        12         -0.4965
        13         -0.4964
        14         -0.4964
        15         -0.4962
        16         -0.4961
        17         -0.4961
        18         -0.4961
        19         -0.4960
        20         -0.4960
        21         -0.4959
        22         -0.4959
        23         -0.4959
        24         -0.4959
        25         -0.4958
        26         -0.4958
        27         -0.4958
        28         -0.4957
        29         -0.4957
        30         -0.4956
        31         -0.4954
        32         -0.4953
        33         -0.4952
        34         -0.4952
        35         -0.4952
        36         -0.4951
        37         -0.4950
        38         -0.4949
        39         -0.4948
        40         -0.4948
        41         -0.4948
        42         -0.4946
        43         -0.4946
        44         -0.4946
        45         -0.4946
        46         -0.4945
        47         -0.4945
        48         -0.4945
        49         -0.4945
        50         -0.4944
        51         -0.4944
        52         -0.4944
        53         -0.4942
        54         -0.4942
        55         -0.4942
        56         -0.4942
        57         -0.4941
        58         -0.4940
        59         -0.4940
        60         -0.4939
        61         -0.4939
        62         -0.4939
        63         -0.4939
        64         -0.4939
        65         -0.4938
        66         -0.4938
        67         -0.4938
        68         -0.4938
        69         -0.4938
        70         -0.4937
        71         -0.5501
