#       time           order
         0          1.0701
         1          1.0676
         2          1.0681
         3          1.0681
         4          1.0684
         5          1.0692
         6          1.0696
         7          1.0696
         8          1.0697
         9          1.0698
        10          1.0699
        11          1.0701
