# Cycle: 90, status: ACC
#     Step              Filename       index    vel
         0  004_8_trajB.lammpstrj          16     -1
         1  004_8_trajB.lammpstrj          15     -1
         2  004_8_trajB.lammpstrj          14     -1
         3  004_8_trajB.lammpstrj          13     -1
         4  004_8_trajB.lammpstrj          12     -1
         5  004_8_trajB.lammpstrj          11     -1
         6  004_8_trajB.lammpstrj          10     -1
         7  004_8_trajB.lammpstrj           9     -1
         8  004_8_trajB.lammpstrj           8     -1
         9  004_8_trajB.lammpstrj           7     -1
        10  004_8_trajB.lammpstrj           6     -1
        11  004_8_trajB.lammpstrj           5     -1
        12  004_8_trajB.lammpstrj           4     -1
        13  004_8_trajB.lammpstrj           3     -1
        14  004_8_trajB.lammpstrj           2     -1
        15  004_8_trajB.lammpstrj           1     -1
        16  004_8_trajB.lammpstrj           0     -1
        17  004_9_trajF.lammpstrj           1      1
        18  004_9_trajF.lammpstrj           2      1
        19  004_9_trajF.lammpstrj           3      1
        20  004_9_trajF.lammpstrj           4      1
        21  004_9_trajF.lammpstrj           5      1
        22  004_9_trajF.lammpstrj           6      1
        23  004_9_trajF.lammpstrj           7      1
        24  004_9_trajF.lammpstrj           8      1
        25  004_9_trajF.lammpstrj           9      1
        26  004_9_trajF.lammpstrj          10      1
        27  004_9_trajF.lammpstrj          11      1
        28  004_9_trajF.lammpstrj          12      1
        29  004_9_trajF.lammpstrj          13      1
        30  004_9_trajF.lammpstrj          14      1
        31  004_9_trajF.lammpstrj          15      1
        32  004_9_trajF.lammpstrj          16      1
        33  004_9_trajF.lammpstrj          17      1
        34  004_9_trajF.lammpstrj          18      1
        35  004_9_trajF.lammpstrj          19      1
        36  004_9_trajF.lammpstrj          20      1
        37  004_9_trajF.lammpstrj          21      1
        38  004_9_trajF.lammpstrj          22      1
        39  004_9_trajF.lammpstrj          23      1
        40  004_9_trajF.lammpstrj          24      1
        41  004_9_trajF.lammpstrj          25      1
        42  004_9_trajF.lammpstrj          26      1
        43  004_9_trajF.lammpstrj          27      1
        44  004_9_trajF.lammpstrj          28      1
        45  004_9_trajF.lammpstrj          29      1
        46  004_9_trajF.lammpstrj          30      1
        47  004_9_trajF.lammpstrj          31      1
        48  004_9_trajF.lammpstrj          32      1
        49  004_9_trajF.lammpstrj          33      1
        50  004_9_trajF.lammpstrj          34      1
        51  004_9_trajF.lammpstrj          35      1
        52  004_9_trajF.lammpstrj          36      1
        53  004_9_trajF.lammpstrj          37      1
        54  004_9_trajF.lammpstrj          38      1
        55  004_9_trajF.lammpstrj          39      1
        56  004_9_trajF.lammpstrj          40      1
