#       time           order
         0          3.9997
         1          5.5556
         2          5.5559
         3          5.5606
         4          5.5614
         5          5.5619
         6          5.5631
         7          5.5649
         8          5.5649
         9          5.5663
        10          5.5666
        11          3.9997
