# Cycle: 9974, status: ACC
#     Step              Filename       index    vel
         0  024_3316_trajB.lammpstrj          10     -1
         1  024_3316_trajB.lammpstrj           9     -1
         2  024_3316_trajB.lammpstrj           8     -1
         3  024_3316_trajB.lammpstrj           7     -1
         4  024_3316_trajB.lammpstrj           6     -1
         5  024_3316_trajB.lammpstrj           5     -1
         6  024_3316_trajB.lammpstrj           4     -1
         7  024_3316_trajB.lammpstrj           3     -1
         8  024_3316_trajB.lammpstrj           2     -1
         9  024_3316_trajB.lammpstrj           1     -1
        10  024_3316_trajB.lammpstrj           0     -1
        11  024_3314_trajB.lammpstrj           5     -1
        12  024_3314_trajB.lammpstrj           4     -1
        13  024_3314_trajB.lammpstrj           3     -1
        14  024_3314_trajB.lammpstrj           2     -1
        15  024_3314_trajB.lammpstrj           1     -1
        16  024_3314_trajB.lammpstrj           0     -1
        17  024_3315_trajF.lammpstrj           1      1
        18  024_3315_trajF.lammpstrj           2      1
        19  024_3315_trajF.lammpstrj           3      1
        20  024_3315_trajF.lammpstrj           4      1
        21  024_3317_trajF.lammpstrj           0      1
        22  024_3317_trajF.lammpstrj           1      1
        23  024_3317_trajF.lammpstrj           2      1
        24  024_3317_trajF.lammpstrj           3      1
        25  024_3317_trajF.lammpstrj           4      1
        26  024_3317_trajF.lammpstrj           5      1
        27  024_3317_trajF.lammpstrj           6      1
        28  024_3317_trajF.lammpstrj           7      1
        29  024_3317_trajF.lammpstrj           8      1
        30  024_3317_trajF.lammpstrj           9      1
        31  024_3317_trajF.lammpstrj          10      1
