#       time           order
         0         -0.5501
         1         -0.4935
         2         -0.4935
         3         -0.4934
         4         -0.4934
         5         -0.4934
         6         -0.4934
         7         -0.4934
         8         -0.4934
         9         -0.4933
        10         -0.4933
        11         -0.4933
        12         -0.4933
        13         -0.4933
        14         -0.4932
        15         -0.4932
        16         -0.4931
        17         -0.4931
        18         -0.4931
        19         -0.4930
        20         -0.4930
        21         -0.4930
        22         -0.4930
        23         -0.4929
        24         -0.4929
        25         -0.4928
        26         -0.4928
        27         -0.4928
        28         -0.4928
        29         -0.4925
        30         -0.4925
        31         -0.4921
        32         -0.4919
        33         -0.4919
        34         -0.4919
        35         -0.4918
        36         -0.4917
        37         -0.4916
        38         -0.4915
        39         -0.4913
        40         -0.4912
        41         -0.4911
        42         -0.4911
        43         -0.4911
        44         -0.4909
        45         -0.4909
        46         -0.4906
        47         -0.4904
        48         -0.4904
        49         -0.4902
        50         -0.4902
        51         -0.4902
        52         -0.4902
        53         -0.4899
        54         -0.4899
        55         -0.4899
        56         -0.4898
        57         -0.4897
        58         -0.4894
        59         -0.4894
        60         -0.4893
        61         -0.4892
        62         -0.4891
        63         -0.4891
        64         -0.4891
        65         -0.4891
        66         -0.4890
        67         -0.4888
        68         -0.4885
        69         -0.4885
        70         -0.4883
        71         -0.4883
        72         -0.4881
        73         -0.4880
        74         -0.4879
        75         -0.4879
        76         -0.5501
