#       time           order
         0         -0.5501
         1         -0.5171
         2         -0.5171
         3         -0.5171
         4         -0.5171
         5         -0.5170
         6         -0.5170
         7         -0.5170
         8         -0.5170
         9         -0.5168
        10         -0.5167
        11         -0.5167
        12         -0.5167
        13         -0.5167
        14         -0.5166
        15         -0.5166
        16         -0.5165
        17         -0.5165
        18         -0.5164
        19         -0.5163
        20         -0.5162
        21         -0.5162
        22         -0.5161
        23         -0.5161
        24         -0.5160
        25         -0.5160
        26         -0.5160
        27         -0.5159
        28         -0.5159
        29         -0.5158
        30         -0.5158
        31         -0.5157
        32         -0.5156
        33         -0.5156
        34         -0.5155
        35         -0.5155
        36         -0.5155
        37         -0.5154
        38         -0.5154
        39         -0.5154
        40         -0.5153
        41         -0.5153
        42         -0.5152
        43         -0.5152
        44         -0.5152
        45         -0.5151
        46         -0.5151
        47         -0.5151
        48         -0.5151
        49         -0.5151
        50         -0.5150
        51         -0.5501
