#       time           order
         0          1.0699
         1          1.1688
         2          1.1690
         3          1.1703
         4          1.1704
         5          1.1704
         6          1.1706
         7          1.1709
         8          1.1713
         9          1.1718
        10          1.1719
        11          1.1720
        12          1.1720
        13          1.1735
        14          1.1739
        15          1.0699
