#       time           order
         0          5.5532
         1          7.1128
         2          7.1139
         3          7.1145
         4          7.1193
         5          7.1245
         6          7.1438
         7          7.1464
         8          7.1540
         9          7.1571
        10          7.1605
        11          7.1683
        12          7.1703
        13          7.1772
        14          7.1821
        15          7.1947
        16          5.5532
